3,8440065;-0,026345216;8,157437;4,152964;0,45505372;9,718989;4,679868;0,73527104;10,686578;9,404554
4,152964;0,1939966;8,619676;4,679868;0,45505372;9,718989;4,679868;0,45505372;9,718989;9,951583
4,152964;0,07903565;8,619676;4,679868;0,1939966;9,285491;4,87147;0,45505372;9,718989;10,486077
4,152964;0,07903565;8,619676;4,679868;0,28979737;9,285491;4,87147;0,45505372;9,718989;9,779414
4,152964;0,07903565;8,344249;4,679868;0,28979737;8,703502;4,751719;0,45505372;9,285491;9,625086
4,4499464;0,1939966;8,619676;4,679868;0,4406836;9,285491;4,751719;0,45505372;9,405242;10,469032
4,4499464;0,102985844;8,344249;4,679868;0,28979737;8,703502;4,751719;0,45505372;9,405242;9,555732
4,152964;0,102985844;8,313113;4,679868;0,34967285;8,703502;4,751719;0,45505372;9,405242;7,7144604
3,8440065;0,102985844;8,313113;4,5768824;0,34967285;8,703502;4,711004;0,45505372;9,405242;11,192167
4,152964;0,1939966;8,313113;4,679868;0,4406836;8,703502;4,751719;0,6610254;9,405242;9,336579
4,152964;0,1939966;8,157437;4,679868;0,4406836;8,619676;4,7780643;0,73527104;9,405242;9,308449
4,152964;0,1939966;7,9706254;4,711004;0,45505372;8,619676;4,7780643;0,73527104;9,285491;9,96203
4,152964;0,1939966;7,0174074;4,711004;0,45505372;8,344249;4,87147;0,90052736;9,285491;9,532349
4,4499464;0,28979737;7,070098;4,751719;0,6610254;8,344249;4,9696655;0,90771246;9,285491;9,5192585
4,152964;0,28979737;7,0174074;4,711004;0,6610254;8,313113;4,87147;0,90771246;8,703502;8,008196
3,8440065;0,1939966;6,9886675;4,711004;0,6610254;8,313113;4,87147;0,90771246;8,703502;6,3025546
3,5757644;0,102985844;6,9886675;4,679868;0,45505372;8,157437;4,87147;0,90771246;8,703502;7,938495
3,5757644;0,102985844;7,0174074;4,679868;0,45505372;8,313113;4,87147;0,90771246;9,285491;12,0841465
3,1853762;0,07903565;7,0174074;4,5768824;0,4406836;8,313113;4,7780643;0,90052736;9,285491;17,871487
2,4644752;0;7,0174074;4,5768824;0,4406836;8,344249;4,7780643;0,90052736;9,405242;18,344473
1,5376027;-0,026345216;7,0174074;4,4499464;0,34967285;8,344249;4,7780643;0,90052736;9,718989;16,505177
1,5376027;-0,026345216;7,070098;4,4499464;0,34967285;8,583751;4,751719;0,73527104;9,405242;11,747827
0,77359134;-1,4106666;7,070098;4,152964;0,28979737;8,583751;4,751719;0,73527104;9,405242;11,085377
0,57001466;-1,4106666;7,0174074;4,152964;0,34967285;8,583751;4,751719;0,90052736;9,405242;9,364153
0,19639161;-1,4106666;7,0174074;3,8440065;0,34967285;8,583751;4,751719;0,90771246;9,405242;11,316872
-2,6393116;-1,4106666;7,0174074;3,5757644;0,34967285;8,583751;4,751719;1,0274634;9,405242;18,975096
-4,402046;-1,4106666;7,0174074;3,1853762;0,4406836;8,619676;4,751719;1,331631;9,965676;19,298405
-4,5409575;-1,4106666;7,0174074;2,4644752;0,6610254;8,665181;4,711004;2,1411476;10,705738;15,965664
-5,1828227;-1,4106666;7,0174074;1,5376027;0,90052736;8,583751;4,5768824;2,2177882;10,705738;9,729527
-5,1828227;-1,4106666;6,9886675;0,77359134;0,90052736;8,344249;4,5768824;2,2177882;10,705738;8,121936
-5,1828227;-1,8226099;6,8761015;0,57001466;0,90052736;8,313113;3,5757644;2,2177882;10,705738;8,324887
-5,1828227;-2,0549269;6,8761015;0,19639161;0,90052736;8,313113;3,1853762;2,2177882;10,705738;10,822055
-5,1828227;-3,67875;6,8761015;-1,5160475;0,90052736;7,9706254;2,4644752;2,2177882;10,705738;8,763604
-5,271438;-4,754114;6,8761015;-1,9064356;0,90052736;8,583751;1,5376027;2,2177882;11,203902;16,757454
-5,271438;-5,7887626;6,8761015;-2,0022364;0,732876;8,583751;0,77359134;2,1411476;12,25771;19,250063
-5,271438;-5,872588;6,8761015;-2,6393116;0;8,665181;0,57001466;2,1411476;13,598922;17,515587
-5,271438;-6,813831;6,9886675;-2,9530592;-1,4106666;8,8879175;0,19639161;2,1411476;13,598922;13,318145
-5,271438;-6,813831;6,8761015;-2,9530592;-1,8226099;8,8879175;-1,5160475;2,1411476;13,598922;7,962266
