-9,716595;-0,8813672;2,186653;-9,445957;-0,7376661;2,198628;-9,407638;-0,6849756;2,8740237;10,17099
-9,445957;-0,7376661;2,198628;-9,407638;-0,6849756;2,4261549;-9,407638;-0,6849756;2,4261549;9,511182
-9,445957;-0,7376661;2,198628;-9,407638;-0,7209009;2,2561085;-9,297466;-0,6849756;2,4261549;9,594405
-9,460327;-0,7376661;2,198628;-9,407638;-0,6849756;2,3806496;-9,297466;-0,6586304;2,4261549;9,772758
-9,460327;-0,7376661;2,198628;-9,445957;-0,6849756;2,3806496;-9,407638;-0,6586304;2,4261549;9,841589
-9,453142;-0,7209009;2,2561085;-9,407638;-0,6586304;2,4261549;-9,311836;-0,65384036;2,5075855;9,663646
-9,460327;-0,7376661;2,2561085;-9,445957;-0,6849756;2,4261549;-9,311836;-0,65384036;2,6584718;9,899898
-9,460327;-0,7376661;2,2561085;-9,426797;-0,6849756;2,5075855;-9,311836;-0,65384036;2,7135572;9,857982
-9,460327;-0,7376661;2,2561085;-9,426797;-0,6849756;2,5075855;-9,328602;-0,65384036;2,7135572;9,788658
-9,453142;-0,728086;2,3806496;-9,407638;-0,6849756;2,6584718;-9,311836;-0,65384036;2,7782228;9,714944
-9,453142;-0,728086;2,3806496;-9,407638;-0,69695073;2,6584718;-9,297466;-0,65384036;2,7901978;9,688508
-9,453142;-0,7376661;2,3806496;-9,3309965;-0,69695073;2,7135572;-9,311836;-0,6586304;2,7901978;9,801135
-9,453142;-0,7448511;2,3806496;-9,3309965;-0,7209009;2,7135572;-9,297466;-0,6586304;2,7901978;9,716444
-9,445957;-0,7376661;2,4261549;-9,3309965;-0,7185059;2,7758276;-9,297466;-0,6586304;2,8620484;9,868509
-9,445957;-0,7376661;2,4261549;-9,3309965;-0,7185059;2,7758276;-9,297466;-0,6586304;2,8141482;9,686713
-9,445957;-0,7376661;2,4261549;-9,328602;-0,69695073;2,7782228;-9,297466;-0,6586304;2,8620484;9,7947035
-9,445957;-0,7376661;2,4261549;-9,328602;-0,7185059;2,7782228;-9,283096;-0,6586304;2,8740237;9,70564
-9,426797;-0,73048097;2,5075855;-9,319021;-0,69695073;2,7901978;-9,278306;-0,65384036;2,8740237;9,563912
-9,426797;-0,73048097;2,5075855;-9,319021;-0,69695073;2,7901978;-9,278306;-0,65384036;2,8620484;9,297975
-9,426797;-0,73048097;2,5075855;-9,311836;-0,69216067;2,8141482;-9,249566;-0,65384036;2,8740237;9,234174
-9,426797;-0,73048097;2,5075855;-9,311836;-0,69216067;2,8141482;-9,22801;-0,65384036;2,8979738;8,636148
-9,407638;-0,728086;2,5123756;-9,297466;-0,6849756;2,8141482;-9,22801;-0,65384036;2,8740237;7,39111
-9,407638;-0,728086;2,5075855;-9,297466;-0,6849756;2,7901978;-9,22801;-0,6442603;2,8740237;8,995835
-9,407638;-0,728086;2,4261549;-9,283096;-0,67539555;2,7901978;-9,172925;-0,62989014;2,8740237;8,413887
-9,381292;-0,7209009;2,4261549;-9,278306;-0,66342044;2,7901978;-9,105865;-0,6227051;2,8740237;9,152037
-9,381292;-0,7209009;2,4261549;-9,278306;-0,6586304;2,7901978;-9,105865;-0,5987549;2,8740237;9,905891
-9,381292;-0,7209009;2,3806496;-9,278306;-0,65384036;2,7782228;-9,105865;-0,5939649;2,8620484;10,064602
-9,426797;-0,7209009;2,2561085;-9,283096;-0,6442603;2,7782228;-9,105865;-0,5843848;2,8620484;10,589667
-9,453142;-0,7209009;2,2417383;-9,283096;-0,6442603;2,7782228;-9,105865;-0,5843848;2,8620484;10,744849
-9,453142;-0,7209009;2,1531227;-9,283096;-0,6442603;2,7782228;-9,105865;-0,5843848;2,8620484;11,415083
-9,489068;-0,7209009;1,7244141;-9,283096;-0,62989014;2,7782228;-9,105865;-0,5364844;2,8620484;12,596492
-9,80521;-0,7209009;1,5352076;-9,283096;-0,62989014;2,7782228;-9,105865;-0,5364844;2,8620484;13,434943
-10,039923;-0,7209009;1,4825171;-9,283096;-0,62989014;2,7782228;-9,105865;-0,5364844;2,8620484;12,2299795
-10,574012;-0,7185059;1,4825171;-9,283096;-0,5987549;2,7758276;-9,105865;-0,48618898;2,8620484;11,252789
-10,574012;-0,7185059;1,3962965;-9,283096;-0,5939649;2,5123756;-9,105865;-0,43349856;2,8524685;10,211973
-10,574012;-0,7209009;1,1232642;-9,319021;-0,5939649;2,2417383;-9,105865;-0,43349856;2,8524685;9,747209
-10,574012;-0,7185059;1,1112891;-9,319021;-0,5843848;2,1531227;-9,0891;-0,42152345;2,8500733;9,087393
-10,574012;-0,69216067;1,1112891;-9,278306;-0,55324954;1,7244141;-9,0891;-0,36883304;2,8141482;9,252078
-10,574012;-0,67539555;1,1112891;-9,249566;-0,55324954;1,6381935;-9,074729;-0,36883304;2,8141482;9,173002
